D:/code/mySingerServer/mediacore/testdata/level_b/images/jpg_0.jpg	eacbe3442c6e88db63a1ec295bf9fa00d04ed1046231fe64fe0468dbd173239f	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/jpg_1.jpg	22bd56aa7c10a9552eb5a9552fb569132ab5bbe0154aa9717d4ab974174aa935	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/jpg_2.jpg	a9a8aaa229feaaa2a9aaa80a29eeaa2869ffaa8a28aaaaaaa1eaaa28fdffaaa2	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/jpg_3.jpg	ffff48742b8451b9a3a81db3fe64c1ca3e5668abcb21149a31b5e34d299a4a30	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/png_0.png	044f7ecf1bc02467c3ff9e1e8e813e5afb6b883c78b214cc63c4d52de35c8288	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/png_1.png	22b556aa7c10a9552e35a9d52fb5a91f2ab5fbe0154aa961754af974354aa954	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/png_2.png	a9a8aaa2a9feaaa0a9aaa8a8a9eeaaa869ffaaa8a8aaaaa0a9aaaa20fdffaa28	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/png_3.png	ffff4854278451b9e3a81db3fe64c1ca3e5668abcb21149a31b5e34d299a4a30	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/webp_0.webp	6e525093be56d6616cb72548a19738f179c756fd9aacad2d0a1636b632561313	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/webp_1.webp	22b556aa7c10a9552e35a9d52fb5a91f2ab5fbe0154aa961754af974354aa954	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/webp_2.webp	a9a8aaa2a9feaaa0a9aaa8a8a9eeaaa869ffaaa8a8aaaaa0a9aaaa20fdffaa28	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/webp_3.webp	ffff4854278451b9e3a81db3fe64c1ca3e5668abcb21149a31b5e34d299a4a30	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/bmp_0.bmp	2d47df0f13b4956649d358f503dfe084af9e49e13797c12917c32936933004f7	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/bmp_1.bmp	22b556aa7c10a9552e35a9d52fb5a91f2ab5fbe0154aa961754af974354aa954	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/bmp_2.bmp	a9a8aaa2a9feaaa0a9aaa8a8a9eeaaa869ffaaa8a8aaaaa0a9aaaa20fdffaa28	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/bmp_3.bmp	ffff4854278451b9e3a81db3fe64c1ca3e5668abcb21149a31b5e34d299a4a30	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/gif_0.gif	00000888aa0020002c4ba0080008fff5000000007ffdaa08000020a2fdf5a8a0	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/gif_1.gif	0000f6558120d47d0100fef5547fd4ff545d547f2c4bf4d701087655f65d567f	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/gif_2.gif	75550a0ad75782207555080002a22a007ff72000555f0a80555f00a855dd2088	100
D:/code/mySingerServer/mediacore/testdata/level_b/images/gif_3.gif	0000750aff2075005500285d5d20227d00005f08752275220000227ddd02225d	100
